movieId,title,genres,release_date,poster_url,IMDb Rating,Rotten Tomatoes,Director,Lead Actors,Oscars Won,Golden Globes Won,BAFTAs Won,Runtime,Language
4757,Rock Star (2001),Comedy|Drama|Musical,07-Sep-01,https://m.media-amazon.com/images/M/MV5BNDI4YWY2ZWItMDNkMi00NzRjLThjYjgtZDZiMzhlZmNiMDBmXkEyXkFqcGc@._V1_SX300.jpg,6.3,N/A,Stephen Herek,"Mark Wahlberg, Jennifer Aniston, Dominic West",0,0,0,105 min,English
4759,Two Can Play That Game (2001),Comedy|Drama,07-Sep-01,https://m.media-amazon.com/images/M/MV5BOTc1N2YwOTMtOWIzZC00NTJiLTg4MzMtMGIyMTdkZjhkYzE2XkEyXkFqcGc@._V1_SX300.jpg,6.1,40%,Mark Brown,"Vivica A. Fox, Morris Chestnut, Anthony Anderson",0,0,0,90 min,English
4765,L.I.E. (2001),Drama,29-Nov-02,https://m.media-amazon.com/images/M/MV5BOGY3YzUyNjItNTZjNi00ZTE3LTlhZmQtODRlNDJhYmZkNTFiXkEyXkFqcGc@._V1_SX300.jpg,7.1,85%,Michael Cuesta,"Brian Cox, Paul Dano, Bruce Altman",0,0,0,97 min,English
4766,"Our Lady of the Assassins (Virgen de los sicarios, La) (2000)",Crime|Drama|Romance,20-Sep-00,https://m.media-amazon.com/images/M/MV5BZjYwZDQ1OWUtNGMzZS00Zjc4LTk0OGMtZmQ3ZTZjZDcxZDk5XkEyXkFqcGc@._V1_SX300.jpg,6.8,77%,Barbet Schroeder,"Germán Jaramillo, Anderson Ballesteros, Juan David Restrepo",0,0,0,101 min,"Spanish, English"
4769,Into the Arms of Strangers: Stories of the Kindertransport (2000),Documentary,24-Nov-00,https://m.media-amazon.com/images/M/MV5BNDljMjI3MGMtZWNmZi00ZWIwLWIzMDMtYjVhODg1Mzg1ZWQ3XkEyXkFqcGc@._V1_SX300.jpg,7.7,92%,Mark Jonathan Harris,"Judi Dench, Lory Cahn, Kurt Fuchel",1,0,0,122 min,"English, German"
4770,"Glass House, The (2001)",Thriller,14-Sep-01,https://m.media-amazon.com/images/M/MV5BMTY3MzA4NzYyOF5BMl5BanBnXkFtZTYwNjk3Nzc5._V1_SX300.jpg,5.8,21%,Daniel Sackheim,"Diane Lane, Leelee Sobieski, Stellan Skarsgård",0,0,0,106 min,"English, Spanish, Greek"
4771,Hardball (2001),Drama,14-Sep-01,https://m.media-amazon.com/images/M/MV5BMjY3Nzk0NzkxMF5BMl5BanBnXkFtZTgwMTYxNzYxMTE@._V1_SX300.jpg,6.4,41%,Brian Robbins,"Keanu Reeves, Diane Lane, John Hawkes",0,0,0,106 min,"English, German"
4772,Dinner Rush (2000),Drama,29-Mar-02,https://m.media-amazon.com/images/M/MV5BYzNlYzM0MmMtYTA4Yy00YjA4LWE0OGEtMzljY2NiYmMzZmFmXkEyXkFqcGc@._V1_SX300.jpg,7.2,91%,Bob Giraldi,"Danny Aiello, Edoardo Ballerini, John Rothman",0,0,0,99 min,"English, Italian, French"
4773,Haiku Tunnel (2001),Comedy,22-Jan-01,https://m.media-amazon.com/images/M/MV5BNmE5MjMyMGItMzBhOC00NTUwLTlhN2EtNzdhMGU5YmJiZDE5XkEyXkFqcGc@._V1_SX300.jpg,6.1,60%,"Jacob Kornbluth, Josh Kornbluth","Josh Kornbluth, Warren Keith, Sarah Overman",0,0,0,88 min,English
4774,Big Trouble (2002),Comedy|Crime,05-Apr-02,https://m.media-amazon.com/images/M/MV5BZmE2NjQzZmMtZGU0ZS00ZDNlLWEzNGItOGY0MmFmNWUzYmI5XkEyXkFqcGc@._V1_SX300.jpg,6.4,48%,Barry Sonnenfeld,"Tim Allen, Rene Russo, Stanley Tucci",0,0,0,85 min,English
4775,Glitter (2001),Drama|Musical|Romance,21-Sep-01,https://m.media-amazon.com/images/M/MV5BNWI1ZDEzMDgtMGJmZC00MzE5LTkxODMtZThhMGU3NjlhYTMxXkEyXkFqcGc@._V1_SX300.jpg,2.4,6%,Vondie Curtis-Hall,"Mariah Carey, Eric Benét, Max Beesley",0,0,0,104 min,English
4776,Training Day (2001),Crime|Drama|Thriller,05-Oct-01,https://m.media-amazon.com/images/M/MV5BMjRlNjUwOGYtNGQxZS00ZjhkLTg0NDgtYjcwNzZlNDU2YjBlXkEyXkFqcGc@._V1_SX300.jpg,7.8,74%,Antoine Fuqua,"Denzel Washington, Ethan Hawke, Scott Glenn",1,0,0,122 min,"English, Russian, Spanish, Korean, Greek"
4777,"American Astronaut, The (2001)",Comedy|Musical|Sci-Fi,20-Jan-01,https://m.media-amazon.com/images/M/MV5BNDMzMTExOTIxOV5BMl5BanBnXkFtZTcwNTUwNzcyMQ@@._V1_SX300.jpg,6.9,N/A,Cory McAbee,"Cory McAbee, Rocco Sisto, Gregory Russell Cook",0,0,0,91 min,English
4780,Liam (2000),Drama,05-Oct-01,https://m.media-amazon.com/images/M/MV5BYzhhMmZlMGQtMjJlMy00OTJhLWJiOTQtZGZjMjA4ZWE0ZmQ5XkEyXkFqcGc@._V1_SX300.jpg,6.9,70%,Stephen Frears,"Anthony Borrows, Ian Hart, Claire Hackett",0,0,0,90 min,"English, Latin"
4782,Sidewalks of New York (2001),Comedy|Romance,30-Nov-01,https://m.media-amazon.com/images/M/MV5BNzM5NzQzNTQtODcyMy00MGNhLWI2YWUtNmNlOGY0MGIxM2EwXkEyXkFqcGc@._V1_SX300.jpg,6.4,56%,Edward Burns,"Edward Burns, Heather Graham, Penny Balfour",0,0,0,108 min,English
4783,"Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)",Documentary,21-Dec-01,https://m.media-amazon.com/images/M/MV5BMTQ4NTkwNDcxNl5BMl5BanBnXkFtZTcwMDcwODcyMQ@@._V1_SX300.jpg,7.8,95%,George Butler,"Liam Neeson, Julian Ayer, John Blackborow",0,0,2,97 min,English
4784,"French Lieutenant's Woman, The (1981)",Drama,16-Oct-81,https://m.media-amazon.com/images/M/MV5BMDYzZjg5NzgtYTQ0Zi00YjJkLThkYzAtNjRmZDJlYTRhMTEyXkEyXkFqcGc@._V1_SX300.jpg,6.9,83%,Karel Reisz,"Meryl Streep, Jeremy Irons, Hilton McRae",5,0,0,124 min,English
4785,"Great Silence, The (Grande silenzio, Il) (1969)",Drama|Western,27-Jan-69,https://m.media-amazon.com/images/M/MV5BYjFhZmNjMjItNDgxNS00ZTE0LThiYmYtYmEzNjUxMTdkMzI0XkEyXkFqcGc@._V1_SX300.jpg,7.7,100%,Sergio Corbucci,"Jean-Louis Trintignant, Klaus Kinski, Frank Wolff",0,0,0,105 min,Italian
4786,"Legend of Hell House, The (1973)",Horror|Thriller,15-Jun-73,https://m.media-amazon.com/images/M/MV5BNTBmYjk4NGYtODMyNC00MzkyLThjNTQtN2MzZjQwZjYxNDYyXkEyXkFqcGc@._V1_SX300.jpg,6.6,71%,John Hough,"Roddy McDowall, Gayle Hunnicutt, Pamela Franklin",0,0,0,95 min,English
4787,Little Man Tate (1991),Drama,01-Nov-91,https://m.media-amazon.com/images/M/MV5BZTk2ODRjMDYtZmVkNi00NjFlLWE0N2ItM2JiZjRkNDI2NGFmXkEyXkFqcGc@._V1_SX300.jpg,6.6,69%,Jodie Foster,"Jodie Foster, Dianne Wiest, Adam Hann-Byrd",0,0,0,99 min,"English, French"
4788,Moscow Does Not Believe in Tears (Moskva slezam ne verit) (1979),Drama|Romance,11-Feb-80,https://m.media-amazon.com/images/M/MV5BYzI1MDkyYjctNjZjNi00YjRmLTllZDgtNDUyZDllNTQzYzMwXkEyXkFqcGc@._V1_SX300.jpg,8.0,40%,Vladimir Menshov,"Vera Alentova, Aleksey Batalov, Irina Muravyova",1,0,0,150 min,Russian
4789,Phantom of the Paradise (1974),Comedy|Fantasy|Horror|Musical|Thriller,01-Nov-74,https://m.media-amazon.com/images/M/MV5BZmRkNGJjNTAtMmQzNC00ZDc2LWI5MDItYWM1ZDliMTU5YzEzXkEyXkFqcGc@._V1_SX300.jpg,7.3,82%,Brian De Palma,"Paul Williams, William Finley, Jessica Harper",1,0,0,91 min,English
4792,13 Ghosts (1960),Horror,01-Jul-60,https://m.media-amazon.com/images/M/MV5BYjM4YjM5YTctZmU5YS00NmY1LTkzNmUtZjE0ZWEyMzBiYzk0XkEyXkFqcGc@._V1_SX300.jpg,6.0,33%,William Castle,"Charles Herbert, Jo Morrow, Martin Milner",0,0,0,85 min,English
4794,Opera (1987),Crime|Horror|Mystery,19-Dec-87,https://m.media-amazon.com/images/M/MV5BZjlhNWVlYTMtYWJjYS00MGFlLTg0OTMtYmVhMDkzZjc1YzliXkEyXkFqcGc@._V1_SX300.jpg,6.9,90%,Dario Argento,"Cristina Marsillach, Ian Charleson, Urbano Barberini",0,0,0,107 min,"Italian, English, German"
4795,Father Goose (1964),Adventure|Comedy|Romance|War,24-Dec-64,https://m.media-amazon.com/images/M/MV5BNWNiODllMzEtYTM0OC00NzIxLWI4ZDEtMjcwNTZkN2Y4MGE2XkEyXkFqcGc@._V1_SX300.jpg,7.3,79%,Ralph Nelson,"Cary Grant, Leslie Caron, Trevor Howard",1,0,0,118 min,"English, French, Japanese"
4796,"Grass Is Greener, The (1960)",Comedy|Romance,23-Dec-60,https://m.media-amazon.com/images/M/MV5BNmNmYjg4YjktM2E2OC00MzgxLWE2NmYtZDlmNWVlMzE0N2JjXkEyXkFqcGc@._V1_SX300.jpg,6.5,89%,Stanley Donen,"Cary Grant, Deborah Kerr, Robert Mitchum",0,0,0,104 min,"English, French"
4798,Indiscreet (1958),Comedy|Romance,26-Jul-58,https://m.media-amazon.com/images/M/MV5BYmQ5MGZiZjEtZTAwZi00YTdlLWIzOTYtNGU5MWU2ZTVlOWY0XkEyXkFqcGc@._V1_SX300.jpg,6.7,100%,Stanley Donen,"Cary Grant, Ingrid Bergman, Cecil Parker",0,0,3,100 min,English
4799,"It's a Mad, Mad, Mad, Mad World (1963)",Action|Adventure|Comedy|Crime,07-Nov-63,https://m.media-amazon.com/images/M/MV5BYzVhY2Y4MTUtMDJmYi00MmMyLWFhY2UtMzk4NjEyYWFlZWFkXkEyXkFqcGc@._V1_SX300.jpg,7.5,68%,Stanley Kramer,"Spencer Tracy, Milton Berle, Ethel Merman",1,0,0,210 min,"English, Chinese"
4800,King Solomon's Mines (1937),Action|Adventure|Drama|Romance|Thriller,26-Jul-37,https://m.media-amazon.com/images/M/MV5BNjc2YWYzYjgtNmI4NC00MDk4LTk5MTYtM2I1YzUyYjA3NjhjXkEyXkFqcGc@._V1_SX300.jpg,6.3,100%,"Robert Stevenson, Geoffrey Barkas","Paul Robeson, Cedric Hardwicke, Roland Young",0,0,0,77 min,"Spanish, English, Portuguese"
4801,"Little Foxes, The (1941)",Drama,29-Aug-41,https://m.media-amazon.com/images/M/MV5BOGYxMzhiMzgtMjE3Ni00NTQwLWI3ZTgtOWMzZTAwOTQ2ZDU5XkEyXkFqcGc@._V1_SX300.jpg,7.9,N/A,William Wyler,"Bette Davis, Herbert Marshall, Teresa Wright",9,0,0,116 min,English
4802,Operation Petticoat (1959),Action|Comedy|Romance|War,24-Dec-59,https://m.media-amazon.com/images/M/MV5BYzg3Yzc4MzktYjUyNC00MTI3LWEwNjQtYTQ5ZDIxMTBhZjBhXkEyXkFqcGc@._V1_SX300.jpg,7.2,81%,Blake Edwards,"Cary Grant, Tony Curtis, Joan O'Brien",1,0,0,124 min,"English, Filipino"
4803,Play Misty for Me (1971),Drama|Thriller,12-Nov-71,https://m.media-amazon.com/images/M/MV5BZGE2MWFlOTItYzczNS00NzYwLWE1MWUtYWYyYWQzMTNiOTk3XkEyXkFqcGc@._V1_SX300.jpg,6.9,85%,Clint Eastwood,"Clint Eastwood, Jessica Walter, Donna Mills",0,0,0,102 min,English
4804,Pocketful of Miracles (1961),Comedy|Drama,26-Jan-62,https://m.media-amazon.com/images/M/MV5BNzZiMjczYTctN2M3ZC00Y2VhLWE3MmQtZDdjYjMyNmEyZDIyXkEyXkFqcGc@._V1_SX300.jpg,7.1,50%,Frank Capra,"Glenn Ford, Bette Davis, Hope Lange",3,0,0,136 min,"English, American Sign , Spanish"
4808,"Vanishing, The (1993)",Mystery|Thriller,05-Feb-93,https://m.media-amazon.com/images/M/MV5BMGVkMTNlZTktZWIxNi00MDcyLTk3NWYtNjBjZTUxYzhiZDkwXkEyXkFqcGc@._V1_SX300.jpg,6.3,49%,George Sluizer,"Jeff Bridges, Kiefer Sutherland, Nancy Travis",0,0,0,109 min,English
4809,Silkwood (1983),Drama,27-Jan-84,https://m.media-amazon.com/images/M/MV5BOGVhMWYzNWQtODQ4NS00OTI5LTlmYjEtNWZlZjc2OWIxYzg5XkEyXkFqcGc@._V1_SX300.jpg,7.1,77%,Mike Nichols,"Meryl Streep, Kurt Russell, Cher",5,0,0,131 min,English
4810,I Never Promised You a Rose Garden (1977),Drama,29-Oct-77,https://m.media-amazon.com/images/M/MV5BZjAzMTYyMDUtZGNkYS00YzRiLWFjYzYtODk0YWE2NWRiMjY4XkEyXkFqcGc@._V1_SX300.jpg,6.4,40%,Anthony Page,"Bibi Andersson, Kathleen Quinlan, Ben Piazza",1,0,0,96 min,English
4811,Quadrophenia (1979),Drama|Musical,02-Nov-79,https://m.media-amazon.com/images/M/MV5BYzkzYTY5Y2ItNDE4Yy00MDkyLWJkMzEtZDU0YTI2N2Q2ZGJjXkEyXkFqcGc@._V1_SX300.jpg,7.2,100%,Franc Roddam,"Phil Daniels, Leslie Ash, Phil Davis",0,0,0,120 min,English
4812,SpaceCamp (1986),Adventure|Sci-Fi,06-Jun-86,https://m.media-amazon.com/images/M/MV5BZDE3ZmZlNjEtNjE1ZC00MmZhLWIzNmMtYmJhNzQ1OTY2ZjYyXkEyXkFqcGc@._V1_SX300.jpg,5.7,53%,Harry Winer,"Kate Capshaw, Lea Thompson, Kelly Preston",0,0,0,107 min,English
4813,When Worlds Collide (1951),Sci-Fi,15-Nov-51,https://m.media-amazon.com/images/M/MV5BYTk5MTQwOTUtNmI0MS00ZjYwLWIyMzctMTNkMTU1NTY2ZWY2XkEyXkFqcGc@._V1_SX300.jpg,6.6,81%,Rudolph Maté,"Richard Derr, Barbara Rush, Peter Hansen",1,0,0,83 min,"English, French, Portuguese, Spanish, Hindi"
4814,Don't Say a Word (2001),Thriller,28-Sep-01,https://m.media-amazon.com/images/M/MV5BOGY3OWJmZmQtYWFjZi00MzFhLTg4Y2YtOWI5YTkxZGRmOWNkXkEyXkFqcGc@._V1_SX300.jpg,6.3,23%,Gary Fleder,"Michael Douglas, Sean Bean, Brittany Murphy",0,0,0,113 min,"English, Italian, Chinese"
4815,Hearts in Atlantis (2001),Drama,28-Sep-01,https://m.media-amazon.com/images/M/MV5BN2UwMzFjNGYtMWUzNS00ZmVmLTlhOWMtZWVlODJlMjg1NDE4XkEyXkFqcGc@._V1_SX300.jpg,6.9,49%,Scott Hicks,"Anthony Hopkins, Anton Yelchin, Hope Davis",0,0,0,101 min,English
4816,Zoolander (2001),Comedy,28-Sep-01,https://m.media-amazon.com/images/M/MV5BODI4NDY2NDM5M15BMl5BanBnXkFtZTgwNzEwOTMxMDE@._V1_SX300.jpg,6.5,64%,Ben Stiller,"Ben Stiller, Owen Wilson, Christine Taylor",0,0,0,90 min,English
4818,Extreme Days (2001),Action|Adventure|Comedy|Drama,28-Sep-01,https://m.media-amazon.com/images/M/MV5BNmY5OWFkZTctOWYwMy00NmYxLWI4NzQtMTNiZWEzYWUzNGRiXkEyXkFqcGc@._V1_SX300.jpg,5.7,43%,Eric Hannah,"Dante Basco, Ryan Browning, A.J. Buckley",0,0,0,93 min,English
4821,Joy Ride (2001),Adventure|Thriller,05-Oct-01,https://m.media-amazon.com/images/M/MV5BMGQ5ZDYzODYtYzlhNi00YTk4LWIyMTQtNTlhNzk5N2ZlNmFhXkEyXkFqcGc@._V1_SX300.jpg,6.6,74%,John Dahl,"Steve Zahn, Paul Walker, Leelee Sobieski",0,0,0,97 min,English
4822,Max Keeble's Big Move (2001),Children|Comedy,05-Oct-01,https://m.media-amazon.com/images/M/MV5BYmU1NzJlMzctNzczYS00NTUzLTk0NDQtY2ZjNTAxNWVhMTEwXkEyXkFqcGc@._V1_SX300.jpg,5.4,29%,Tim Hill,"Alex D. Linz, Larry Miller, Jamie Kennedy",0,0,0,86 min,English
4823,Serendipity (2001),Comedy|Romance,05-Oct-01,https://m.media-amazon.com/images/M/MV5BYTQzMjE3YTAtYzc2MC00OTk4LTg0NTYtYzg3YzQ2ZTM3ODY1XkEyXkFqcGc@._V1_SX300.jpg,6.8,59%,Peter Chelsom,"John Cusack, Kate Beckinsale, Jeremy Piven",0,0,0,90 min,"English, French"
4825,"Swamp, The (Ciénaga, La) (2001)",Comedy|Drama,12-Apr-01,https://m.media-amazon.com/images/M/MV5BNmFiOTE0MWItMDUwMi00N2MxLTliOTEtMGEwZDY3ODIzNWY1XkEyXkFqcGc@._V1_SX300.jpg,7.0,87%,Lucrecia Martel,"Mercedes Morán, Graciela Borges, Martín Adjemián",0,0,0,103 min,Spanish
4826,"Big Red One, The (1980)",Action|Adventure|Drama|War,18-Jul-80,https://m.media-amazon.com/images/M/MV5BYTMxMjA1ZjgtYjI3Ny00OWU4LWE1ZTItZWEwMjViODRhNzgzXkEyXkFqcGc@._V1_SX300.jpg,7.1,90%,Samuel Fuller,"Lee Marvin, Mark Hamill, Robert Carradine",0,0,0,113 min,"English, French, Italian, German"
4827,"Boogeyman, The (1980)",Horror,07-Nov-80,https://m.media-amazon.com/images/M/MV5BNDRlODY1MmQtOWJkNy00NmRlLTkxNzEtNGU3NzNkYjJjMTE5XkEyXkFqcGc@._V1_SX300.jpg,4.7,33%,Ulli Lommel,"Suzanna Love, John Carradine, Ron James",0,0,0,82 min,English
4828,"Party, The (Boum, La) (1980)",Comedy|Romance,17-Dec-80,https://m.media-amazon.com/images/M/MV5BYmZjYmI0NDktZmYyMS00NWM3LWI3M2ItYWRiOGVkMTAwZWM4XkEyXkFqcGc@._V1_SX300.jpg,6.7,N/A,Claude Pinoteau,"Claude Brasseur, Brigitte Fossey, Sophie Marceau",0,0,0,100 min,"French, German"
4830,Brubaker (1980),Crime|Drama,20-Jun-80,https://m.media-amazon.com/images/M/MV5BMjI3OTY5OGYtZmI1Ny00MGU5LTg2MzgtZGY0YWVjODM1NDExXkEyXkFqcGc@._V1_SX300.jpg,7.1,74%,Stuart Rosenberg,"Robert Redford, Yaphet Kotto, Morgan Freeman",1,0,0,131 min,English
4831,Can't Stop the Music (1980),Comedy|Musical,20-Jun-80,https://m.media-amazon.com/images/M/MV5BMmY1Y2FlZDItMjU5OC00YTM1LWE4Y2QtYTFmZTJlOTMzMTgzXkEyXkFqcGc@._V1_SX300.jpg,4.2,22%,Nancy Walker,"Ray Simpson, David Hodo, Felipe Rose",0,0,0,124 min,English
4833,"Changeling, The (1980)",Horror|Mystery|Thriller,28-Mar-80,https://m.media-amazon.com/images/M/MV5BNjMzZWFmZWEtNWE0My00MDcwLTg4YzItMTczOTJkN2Q2NGY0XkEyXkFqcGc@._V1_SX300.jpg,7.1,85%,Peter Medak,"George C. Scott, Trish Van Devere, Melvyn Douglas",0,0,0,107 min,English
4835,Coal Miner's Daughter (1980),Drama,07-Mar-80,https://m.media-amazon.com/images/M/MV5BYzM4YTY2ZWUtOTAzZS00OWE0LTg3NzctOWMzMTljOTJjMGQ2XkEyXkFqcGc@._V1_SX300.jpg,7.5,85%,Michael Apted,"Sissy Spacek, Tommy Lee Jones, Levon Helm",1,0,0,124 min,English
4836,"Competition, The (1980)",Drama|Romance,03-Dec-80,https://m.media-amazon.com/images/M/MV5BMDE5Y2FjODktM2FmYS00OTc0LTk4YWMtYmUyNDVmY2ZlNGJiXkEyXkFqcGc@._V1_SX300.jpg,6.6,67%,Joel Oliansky,"Richard Dreyfuss, Amy Irving, Lee Remick",2,0,0,123 min,English
4840,"Last Metro, The (Dernier métro, Le) (1980)",Drama|Romance,19-Feb-81,https://m.media-amazon.com/images/M/MV5BYmFiMTFlMzUtN2JmNS00MGIzLWEzOTUtY2RkNjQ2OTY2MDZiXkEyXkFqcGc@._V1_SX300.jpg,7.3,86%,François Truffaut,"Catherine Deneuve, Gérard Depardieu, Jean Poiret",1,0,0,132 min,"French, German, Italian"
4844,Bandits (2001),Comedy|Crime|Romance,12-Oct-01,https://m.media-amazon.com/images/M/MV5BMTkyMzA3OTI3NV5BMl5BanBnXkFtZTYwMjU0ODM3._V1_SX300.jpg,6.5,64%,Barry Levinson,"Bruce Willis, Billy Bob Thornton, Cate Blanchett",0,0,0,123 min,English
4845,Corky Romano (2001),Comedy|Crime,12-Oct-01,https://m.media-amazon.com/images/M/MV5BMjgzNzE2ODQtMGNlNy00ZmY0LWIyMzctY2U5NmJmZDg1NTlhXkEyXkFqcGc@._V1_SX300.jpg,4.7,7%,Rob Pritts,"Chris Kattan, Peter Falk, Vinessa Shaw",0,0,0,86 min,"English, Vietnamese, Spanish, Thai"
4846,Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993),Action|Comedy,12-Oct-01,https://m.media-amazon.com/images/M/MV5BOWE2NzA1YTAtNmIwMi00ZjhlLTg2YTYtZGZlMDdlNjJiZWJkXkEyXkFqcGc@._V1_SX300.jpg,7.5,91%,Woo-Ping Yuen,"Rongguang Yu, Donnie Yen, Jean Wang",0,0,0,85 min,Cantonese
4847,Fat Girl (À ma soeur!) (2001),Drama,07-Mar-01,https://m.media-amazon.com/images/M/MV5BODJmNjU4MzUtMzc3ZS00ZDk1LTgyNDktOTE3ZWUxODhjMzA4XkEyXkFqcGc@._V1_SX300.jpg,6.4,73%,Catherine Breillat,"Anaïs Reboux, Roxane Mesquida, Libero De Rienzo",0,0,0,86 min,"French, Italian, English"
4848,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller,19-Oct-01,https://m.media-amazon.com/images/M/MV5BNjliY2UwMjQtYjVlNi00NzExLTg1MDMtMjE2OTYwYjI0NTcxXkEyXkFqcGc@._V1_SX300.jpg,7.9,84%,David Lynch,"Naomi Watts, Laura Harring, Justin Theroux",1,0,0,147 min,"English, Spanish, French"
4849,My First Mister (2001),Comedy|Drama,26-Oct-01,https://m.media-amazon.com/images/M/MV5BMjY2Njg1ZmEtZGE0My00YTE3LWI2MjUtOWNhZWUwNmEzMTQ4XkEyXkFqcGc@._V1_SX300.jpg,7.1,53%,Christine Lahti,"Albert Brooks, Leelee Sobieski, Rutanya Alda",0,0,0,109 min,English
4850,Spriggan (Supurigan) (1998),Action|Animation|Sci-Fi,12-Oct-01,https://m.media-amazon.com/images/M/MV5BZGQ1Y2RlZWYtMTcyMC00ZTc0LTlhMzItM2RhNDZlZTVjOGY0XkEyXkFqcGc@._V1_SX300.jpg,6.5,57%,"Hirotsugu Kawasaki, Norihiko Sutô, Katsuhiro Ôtomo","Shôtarô Morikubo, Ryuji Aigase, Takehito Koyasu",0,0,0,90 min,"Mandarin, English, Japanese"
4852,Bones (2001),Horror,24-Oct-01,https://m.media-amazon.com/images/M/MV5BOWQwYzVlY2YtOWRmZS00M2E0LWExN2UtOGJhOTIzODI0ZTZmXkEyXkFqcGc@._V1_SX300.jpg,4.4,27%,Ernest R. Dickerson,"Snoop Dogg, Pam Grier, Michael T. Weiss",0,0,0,96 min,"English, French, Spanish"
4855,Dirty Harry (1971),Action|Crime|Thriller,23-Dec-71,https://m.media-amazon.com/images/M/MV5BYzNmOWVjN2ItMTQzOS00MTI4LTgxZDItMmZjNTVlMjY5Mjc1XkEyXkFqcGc@._V1_SX300.jpg,7.7,89%,"Don Siegel, Clint Eastwood","Clint Eastwood, Andrew Robinson, Harry Guardino",0,0,0,102 min,English
4857,Fiddler on the Roof (1971),Drama|Musical,03-Nov-71,https://m.media-amazon.com/images/M/MV5BMzYyYjJmMjctNzk3Yi00NmRhLWE5ZmQtZTNlZjU3MDMxNTBhXkEyXkFqcGc@._V1_SX300.jpg,8.0,81%,Norman Jewison,"Topol, Norma Crane, Leonard Frey",3,0,0,181 min,"English, Hebrew, Russian"
4860,Making the Grade (1984),Comedy,18-May-84,https://m.media-amazon.com/images/M/MV5BNTY4YTA5ZjktZjEwNi00ZWVhLWFjNGMtM2VjMzA1NmNjZWJiXkEyXkFqcGc@._V1_SX300.jpg,5.6,N/A,Dorian Walker,"Judd Nelson, Jonna Lee, Gordon Jump",0,0,0,105 min,English
4862,Not Without My Daughter (1991),Drama,11-Jan-91,https://m.media-amazon.com/images/M/MV5BZjY5Y2RkNjEtM2JiYi00MzE0LTgyMmQtNDZjMWE2ZTdlODk5XkEyXkFqcGc@._V1_SX300.jpg,6.5,50%,Brian Gilbert,"Sally Field, Alfred Molina, Sheila Rosenthal",0,0,0,116 min,"English, Persian, Assyrian Neo-Aramaic"
4863,Female Trouble (1975),Comedy|Crime,15-Feb-76,https://m.media-amazon.com/images/M/MV5BYzgyMjdlZTYtN2UyOC00NjE3LWIzNGUtYjNhN2VhNDQyNmQ3XkEyXkFqcGc@._V1_SX300.jpg,7.1,90%,John Waters,"Divine, David Lochary, Mary Vivian Pearce",0,0,0,89 min,English
4864,Titanica (1992),Documentary|IMAX,04-Apr-95,https://m.media-amazon.com/images/M/MV5BMTQ1OTQ3MTAxN15BMl5BanBnXkFtZTcwMjk2MzkxMQ@@._V1_SX300.jpg,6.4,60%,Stephen Low,"Leonard Nimoy, Steven Biel, Steve Blasco",0,0,0,96 min,English
4865,From Hell (2001),Crime|Horror|Mystery|Thriller,19-Oct-01,https://m.media-amazon.com/images/M/MV5BNzA5N2RlZDItNzc5My00YjIwLWFiMzktYTI1NDg0MDc1YTY1XkEyXkFqcGc@._V1_SX300.jpg,6.7,56%,"Albert Hughes, Allen Hughes","Johnny Depp, Heather Graham, Ian Holm",0,0,0,122 min,English
4866,"Last Castle, The (2001)",Action,19-Oct-01,https://m.media-amazon.com/images/M/MV5BMTk0MzUxNGQtYTg2MC00OTJmLWE5YTAtMzI4NzlhZGFjNTBmXkEyXkFqcGc@._V1_SX300.jpg,6.9,52%,Rod Lurie,"Robert Redford, James Gandolfini, Mark Ruffalo",0,0,0,131 min,English
4867,Riding in Cars with Boys (2001),Comedy|Drama,19-Oct-01,https://m.media-amazon.com/images/M/MV5BZmQ3MjM3OTAtNDUwYy00NWM3LTljM2ItN2JhZTRlMDM3ZTcxXkEyXkFqcGc@._V1_SX300.jpg,6.5,49%,Penny Marshall,"Drew Barrymore, Steve Zahn, Adam Garcia",0,0,0,132 min,English
4871,Focus (2001),Drama,02-May-02,https://m.media-amazon.com/images/M/MV5BMjlmMGY0MTMtODNiMy00ZWNmLWFhYTktNzZhZWRkYWU0ZWQ4XkEyXkFqcGc@._V1_SX300.jpg,6.7,55%,Neal Slavin,"William H. Macy, Laura Dern, David Paymer",0,0,0,106 min,English
4873,Waking Life (2001),Animation|Drama|Fantasy,07-Mar-02,https://m.media-amazon.com/images/M/MV5BMjlhZDI0MjYtNjcyYi00YzI1LThiNjktN2Y4ZDNkY2NhNmYzXkEyXkFqcGc@._V1_SX300.jpg,7.7,81%,Richard Linklater,"Ethan Hawke, Trevor Jack Brooks, Lorelei Linklater",0,0,0,99 min,English
4874,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi,26-Oct-01,https://m.media-amazon.com/images/M/MV5BZWU5MTJiNDMtMmI0Yy00MWRjLTgwZjktODEyY2NmZThhM2EwXkEyXkFqcGc@._V1_SX300.jpg,7.4,42%,Iain Softley,"Kevin Spacey, Jeff Bridges, Mary McCormack",0,0,0,120 min,English
